title,building_type,cat1,cat2,cat3,price,tenor_20,tenor_15,location,bedroom,bathroom,lt,lb
Dijual Rumah Baru 2 Lantai di Limo Depok Dekat Pintu Tol Persis,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Limo,2,2,89,85
Rumah Baru Siap Huni Bonus Kanopi di Margonda Depok 15 Menit ke St Harjamukti,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Margonda,2,2,89,85
Rumah 2 Lantai SHM Di Depok Lokasi Strategis,Rumah,Full Furnished,null,null,2000000000,9000000,12000000,Cinere,3,2,90,180
Turun Harga Rumah 2 1/2 Lantai Siap Huni Dan Ada Ruang Usaha Dengan Lokasi Yang Strategis,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,2000000000,9000000,12000000,Cimanggis,3,2,185,215
"Rumah Istimewa Bagus Lokasi Strategis di Grand Depok City, Cluster Aster, Depok",Rumah,Full Furnished,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Sukmajaya,5,3,170,188
Rumah Baru 2 Lantai Di Depok Bonus Kanopi & Fasilitas Golf,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Cinangka,2,2,89,85
For Sale Rumah Siap Huni 2KT Bonus Kanopi di Lokasi Strategis Kukusan Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Kukusan,2,2,89,85
Jual Rumah Baru 2 Lantai 2KT di Depok Fasilitas Golf dan Dekat Banget dengan Tol,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Kelapa Dua,2,2,89,85
For Sale Rumah Siap Huni 2 Lantai 2KT Akses Super Cepat ke Bandara Halim,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Cibubur,2,2,89,85
Rumah cepat cluster dekat dengan transportasi,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,2000000000,9000000,12000000,Pancoran Mas,2,2,145,120
"Siap Huni, Strategis, Rumah 2 Lantai, Shm, Bagus,hadap Utara",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Cinere,3,3,100,146
Dijual Rumah Baru 2KT Bonus Kanopi di Pangkalan Jati Depok Akses Strategis ke SCBD,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Pangkalan Jati,2,2,89,85
Rumah Baru 2 Lantai 2KT di Depok II Fasilitas Golf & Dekat Pintu Tol,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Depok II,2,2,89,85
For Sale Rumah Baru Siap Huni 2 Lantai 2KT di Sukatani Dekat Gerbang Tol,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Sukatani,2,2,89,85
For Sale Rumah Baru 2 Lantai 2KT di Tanah Baru Depok 5 Menit ke Gerbang Tol KM 19,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Tanah Baru,2,2,89,85
Rumah Siap Huni 2 Lantai 2KT Bonus Kanopi & Fasilitas Golf di Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Harjamukti,2,2,89,85
Rumah Bagus Siap Huni Dalam Cluster Di Grand Depok City,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,2000000000,9000000,12000000,Sukmajaya,4,2,140,220
Rumah Tusuk Sate Masih Dihuni Di Komplek Mandala Asri Harjamukti Cibubur Depok Jawa Barat,Rumah,Dekat Akses Transportasi,Dekat Sekolah,null,2000000000,9000000,12000000,Harjamukti,2,1,255,54
Dijual Rumah 3 Kamar Tidur Semua Kamar Mandi Dalam Di Cinere,Rumah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi,2000000000,9000000,12000000,Cinere,3,3,100,130
"HARGA MURAH RUMAH 2 LANTAI DI PODOMORO GOLF VIEW, LOKASI SANGAT DEKAT DENGAN TOL CIMANGGIS",Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Landmark,2000000000,9000000,12000000,Cimanggis,3,2,96,100
Rumah Siap Huni Di Sawangan,Rumah,Full Furnished,Siap Huni,Bebas Banjir,2000000000,9000000,12000000,Sawangan,4,3,128,144
Rumah Hitung Tanah Komplek Cinere Dejat Pintu Tol Brigif Harga Terjangkau Nego Sampai Deal,Rumah,Dekat Akses Transportasi,null,null,2000000000,9000000,12000000,Cinere,1,1,223,50
Rumah Modern Minimalis Komplek bagus Cinere Segera Survey Yuk,Rumah,Siap Huni,Dekat Akses Transportasi,null,2000000000,9000000,12000000,Cinere,3,2,102,140
Rumah Cluster Siap Huni Di Cinere L,Rumah,Siap Huni,Dekat Fasilitas Kesehatan,null,2000000000,9000000,12000000,Cinere,3,3,100,140
Rumah Siaphuni Harga Terjangkau,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,2000000000,9000000,12000000,Cinere,3,4,100,135
Rumah 8x15 Full Furnished Siap Huni Di Cinere Park View,Rumah,Full Furnished,Siap Huni,Dekat Akses Transportasi,2000000000,9000000,12000000,Cinere,2,2,120,138
RUMAH BARU MODERN DLM KOMP CINERE LINGKUNGAN ASRI NYAMAN DKT TOL,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,2000000000,9000000,12000000,Cinere,3,4,100,130
RUMAH INDUK + KONTRAKAN 2 PINTU Pinang 2 Limo Depok,Rumah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi,2000000000,9000000,12000000,Limo,2,3,207,200
Rumah Nyaman 2 Lantai Siap Huni Dekat Pintu Tol di Cinere Depok,Rumah,Siap Huni,Dekat Akses Transportasi,null,2000000000,9000000,12000000,Cinere,3,3,128,160
"Dijual Cepat Harga Net Rumah Di Komplek Pln, Strategis, Gandul",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,2000000000,9000000,12000000,Gandul,5,2,269,255
"Dijual Rumah 2 Lantai Dekat Pintu Tol Krukut, Cinere Depok",Rumah,Dekat Akses Transportasi,null,null,2000000000,9000000,12000000,Krukut,3,2,133,103
HUNIAN NYAMAN ASRI DIPUSAT KOTA DEPOK,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,2000000000,9000000,12000000,Pancoran Mas,3,2,158,130
"Rumah Luas 1,5 Lantai di Komplek Nyaman Cinere Dekat Tol dan Mall",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,2000000000,9000000,12000000,Cinere,3,2,170,150
Rumah Baru Komplek Megapolitan Cinere wajib disurvey layout bagus,Rumah,Dekat Akses Transportasi,null,null,2000000000,9000000,12000000,Cinere,3,2,100,116
"JL Raya Keadilan, Rangkapan Jaya Sawangan Depok Ruko 3.5 Lt Uk 4x11m Strategis Dijual (bukan Keadilan Raya)",Ruko,Bisa Nego,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2000000000,9000000,12000000,Rangkapanjaya,3,,80,225
10 Unit Kios | SIAP HUNI | Cocok Untuk Buka Usaha,Ruko,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,2000000000,9000000,12000000,Tapos,,,391,23
Jl Raya Bogor Cilodong Depok Ruko3.5 Lt 9x4 meterStrategis Dijual LT80m2 SEBELAH INDOMARET & JANJI JIWA,Ruko,Bisa Nego,Dekat Pusat Perbelanjaan,null,2000000000,9000000,12000000,Cilodong,3,,45,200
"Dijual Ruko Grand Centro Depok, Cocok Untuk Cafe",Ruko,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,2000000000,9000000,12000000,Sawangan,3,,74,130
Dijual Tanah Lingkungan Tenang Di Depok,Tanah,null,null,null,2000000000,9000000,12000000,Cinangka,,,484,0
Rumah Hitung Tanah Jalan Kemang Sukatani Tapos Kota Depok Depan GOR Ashraf,Tanah,null,null,null,2000000000,9000000,12000000,Sukatani,,,442,0
Rumah LT 120 Hadap Selatan 10 Menit ke One Belpark Mall J32387,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2010000000,9000000,12000000,Beji,4,3,120,80
Rumah Di Cinere Ready Stock Disc.100% Ppn,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2020000000,9000000,12000000,Cinere,3,2,101,90
Rumah 4 Kamar Strategis 10 menit ke Pintu Tol Margonda 3 Hadap Timur J34984,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,2050000000,9000000,12000000,Cilodong,4,3,126,210
Rumah Bebas Banjir 10 Menit ke Gerbang Tol Margonda 3 Hadap Timur J34984,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,2050000000,9000000,12000000,Sukmajaya,4,3,126,210
Jual Cepat Dan Murah Di Cluster Elite Pesona Khayangan Juanda Depok,Rumah,Dekat Akses Transportasi,null,null,2050000000,9000000,12000000,Sukmajaya,3,3,120,100
"Tanah Kavling Siap Bangun Di Tapos 3,7 Juta/meter",Tanah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi,2070000000,20000,30000,Tapos,,,560,0
Rumah Modern Luas Siap Huni 10 Menit ke Gerbang Tol Brigif Dibantu KPR J18891,Rumah,Bisa Nego,Full Furnished,Siap Huni,2100000000,10000000,13000000,Limo,4,3,130,96
Rumah Keren Yve Habitat Tanah terluas dan Sudah SHM,Rumah,Siap Huni,null,null,2100000000,10000000,13000000,Cinere,3,3,128,115
Rumah 15 Menit ke Cinere Bellevue Mall Hadap Timur Dibantu KPR J-35489,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2100000000,10000000,13000000,Cinere,3,3,165,180
Rumah Dalam Komplek Yve Habitat Limo Jalan Lebar Di Limo Depok,Rumah,Bebas Banjir,Dekat Akses Transportasi,null,2100000000,10000000,13000000,Cinere,3,2,120,83
Rumah Siap Huni Dalam Lingkungan Yang Nyaman Dekat Dengan Akses Tol Di Cinere.,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,2100000000,10000000,13000000,Cinere,3,3,208,150
"Rumah klasik kualitas tinggi di Tanah Baru, depok",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,2100000000,10000000,13000000,Tanah Baru,4,4,90,180
Dijual Rumah Baru Siap Huni Di Limo Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,2100000000,10000000,13000000,Limo,4,4,100,120
Rumah Dijual Bukit Cinere Indah,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,2100000000,10000000,13000000,Cinere,3,3,140,140
Di.jual 1 Unit Rumah 2 Lantai.siap.huni.di.limo.depok.jabar,Rumah,Siap Huni,null,null,2100000000,10000000,13000000,Limo,5,4,100,120
Rumah Ready Stok Siap Huni Di Dekat Pintu Tol Kukusan Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,2100000000,10000000,13000000,Tanah Baru,3,3,144,200
Rumah Siap Huni 2lantai Di Cinere Megapolitan Jakarta,Rumah,Bisa Nego,Siap Huni,Dekat Sekolah,2100000000,10000000,13000000,Cinere,3,4,100,130
Di Jual Rumah Modern Bagus Di Perumahan Raffles Hills,Rumah,Dekat Akses Transportasi,null,null,2100000000,10000000,13000000,Harjamukti,3,2,112,200
Dijual Rumah 2 Lantai Siap Huni D Limo Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,2100000000,10000000,13000000,Limo,4,4,100,120
"Dijual Rumah Perlu Renovasi Di Megapolitan Cinere, Cinere",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,2100000000,10000000,13000000,Cinere,3,2,240,200
Diijual Cluster Nahara Tipe 5 With Full Furnished,Rumah,Full Furnished,null,null,2100000000,10000000,13000000,Cimanggis,2,2,85,89
Tanah Dan Bangunan Di Jln.raya Bogor Cimanggis Depok,Tanah,null,null,null,2100000000,10000000,13000000,Cimanggis,,,167,0
"Tanah SHM 500 m² di Area yang Tenang & Asri, Bukit Petro, Depok",Tanah,Bisa Nego,Bebas Banjir,null,2100000000,10000000,13000000,Sawangan,,,500,0
4 Kios Bonus Kebun. Harga Bwh Njop Depok,Ruang Usaha,Bisa Nego,Siap Huni,Bebas Banjir,2100000000,10000000,13000000,Rangkapanjaya,4,,437,160
Rumah Luas LT 120 Akses Dekat Gerbang Tol Limo Utama Siap Huni J35216,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2120000000,10000000,13000000,Limo,3,2,120,107
Rumah LT 120 Strategis Akses Dekat Pintu Tol Limo Utama Siap Huni J35216,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2120000000,10000000,13000000,Cinere,3,2,120,107
Rumah Strategis 2 Lt 15 Menit ke Gerbang Tol Kukusan 3 Dibantu KPR J35216,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,2120000000,10000000,13000000,Beji,3,2,120,107
"Cinere's Coolest Home: Lokasi Pas, Gaya Keren!",Rumah,Siap Huni,null,null,2150000000,10000000,13000000,Cinere,4,3,144,200
Rumah Hook 4 Kamar 7 Menit ke RSU Brawijaya Sawangan Hadap Timur J34953,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2160000000,10000000,13000000,Sawangan,4,3,98,103
Turun Harga Rumah Siap Huni Sudah Renovasi Di Gema Pesona,Rumah,Siap Huni,Dekat Sekolah,Dekat Fasilitas Kesehatan,2200000000,10000000,13000000,Sukmajaya,5,4,144,250
"Turun Harga, Siap Huni, Cozy Ada Pool Semi Perabot Dekat G D C",Rumah,Siap Huni,Dekat Sekolah,null,2200000000,10000000,13000000,Cilodong,3,2,174,280
Dijual Rumah Asri Di Komplek Graha Cinere,Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,null,2200000000,10000000,13000000,Cinere,3,2,160,100
Rumahnyaman,Rumah,Bisa Nego,null,null,2200000000,10000000,13000000,Cinere,4,3,120,220
Rumah Luas Sawangan 15 Menit Ke Pintu Tol,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,2200000000,10000000,13000000,Sawangan,3,1,380,200
Rumah Nyaman Millenial Gen Z Komplek One Gate System Cinere,Rumah,null,null,null,2200000000,10000000,13000000,Cinere,4,3,125,86
Rumah Minimalis Semi Furnished di Cinere Akses Mudah Dekat ke Tol Desari,Rumah,Full Furnished,Siap Huni,Dekat Akses Transportasi,2200000000,10000000,13000000,Cinere,4,3,130,200
"Rumah Harga Spesial di Jl. Kembang Lio, Pancoran Mas, Depok",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2200000000,10000000,13000000,Pancoran Mas,4,4,197,105
Dijual Tanah Matang Strategis Di Cinere,Tanah,null,null,null,2200000000,10000000,13000000,Cinere,,,200,0
Rumah Asri LT 180 Siap Huni 10 Menit ke Stasiun Depok Dibantu KPR J28642,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2210000000,10000000,13000000,Cilodong,4,3,180,240
Rumah SHM LT 180 Siap KPR 5 menit ke RS Citra Medika Depok Dibantu KPR J30253,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2210000000,10000000,13000000,Cilodong,4,2,180,150
Rumah LB 125 SHM 7 Menit ke Gerbang Tol Brigif 4 Siap KPR J-34086,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2210000000,10000000,13000000,Cinere,4,2,84,125
Rumah 2 Lt Sudah Renov 15 Menit ke Mall dan RS Puri Cinere Siap KPR J26013,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,2230000000,10000000,13000000,Cinere,3,2,112,120
Rumah 2 Lantai Bagus Surat Shm di Cinere Dekat Mrt Fatmawati,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,2240000000,10000000,13000000,Cinere,3,3,100,130
Dijual Unit Rumah Luas Di Bukit Cengkeh Cimanggis Depok,Rumah,null,null,null,2250000000,10000000,13000000,Cimanggis,4,3,225,220
"Ruko 3 lantai baru di Jalan Muchtar Raya, Depok",Ruko,Siap Huni,Bebas Banjir,Dekat Sekolah,2250000000,10000000,13000000,Bojong Sari,3,,74,130
Jual Cepat Ruko Podomoro Golf View Dibawah Pasar Cimanggis Depok,Ruko,Dekat Akses Transportasi,Dekat Landmark,null,2260000000,10000000,14000000,Cimanggis,3,,75,225
Rumah Tanah Luas Dekat Cipayung 15 Menit ke Stasiun Bisa KPR J27050,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2270000000,10000000,14000000,Cipayung,4,2,619,270
"Buka Usaha Dari Rumah? Bisa Banget Di Cinere, Harga Nego!",Rumah,Bisa Nego,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2290000000,11000000,14000000,Cinere,2,2,202,93
"Sisa 5 Unit lagi, Saatnya jadi Juragan Rukost Premium di Ring 1 kutek kampus UI Depok, Okupansi dan harga sewa tinggi, Pasif Income 200 juta-an pertahun, buruan jangan sampai kehabisan",Kost,Dekat Sekolah,null,null,2300000000,11000000,14000000,Kukusan,7,7,70,117
"Investasi Properti Rukost dengan Passive Income Ratusan Juta, Lokasi Premium di Dekat KUTEK UI, otw SOLD OUT tersisa 5 unit lagi, Free Biaya biaya, okupansi sewa tinggi",Kost,Full Furnished,Dekat Sekolah,null,2300000000,11000000,14000000,Kukusan,7,7,70,117
Rumah Terawat di Cinere Harga Spesial – Lokasi Strategis & Jalan Lebar,Rumah,Bisa Nego,Full Furnished,Siap Huni,2300000000,11000000,14000000,Cinere,2,3,202,93
Kos Kostan Ui Depok Lokasi Strategis Full Harga Nego,Kost,Bisa Nego,Bebas Banjir,Dekat Pusat Perbelanjaan,2300000000,11000000,14000000,Beji,8,8,103,150
Rumah 2 Lantai Unfurnished Sertifikat Hak Milik di Gema Pesona Depok,Rumah,null,null,null,2300000000,11000000,14000000,Sukmajaya,5,3,144,250
2 Rumah Ready Langsung Bawa Koper | 5mnt ke Tol Cimanggis | FREE ALL IN,Rumah,Dekat Akses Transportasi,null,null,2300000000,11000000,14000000,Cimanggis,6,4,186,164
"Dijual Rumah di Griya Cinere, akses 50 meter dari jl. Limo Raya",Rumah,null,null,null,2300000000,11000000,14000000,Cinere,4,2,140,220
"Dijual Rumah Kamar Tidur 3+1, One Gate System di Cinere",Rumah,Bisa Nego,Siap Huni,Bebas Banjir,2300000000,11000000,14000000,Cinere,3,3,100,110
Rumah Baru Cuma 5 Menit ke Tol Desari di Pancoran Mas Design Ethnic Tropical,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,2300000000,11000000,14000000,Pancoran Mas,3,4,131,181
Kost Kosan Kampus Ui Full Terisi Strategis Kukusan Depok,Kost,Bebas Banjir,Dekat Pusat Perbelanjaan,Dekat Sekolah,2300000000,11000000,14000000,Kukusan,8,8,103,150
Ruko Tepi Jalan Raya,Ruko,Siap Huni,Bebas Banjir,null,231000000,20000,20000,Sawangan,3,,74,130
Tanah Kavling Dalam Komplek Cinere Dekat Sekolah BPK Penabur Tirta Marta,Tanah,Bisa Nego,Dekat Akses Transportasi,Dekat Sekolah,2340000000,50000,60000,Cinere,,,276,0
Rumah / Kost2an Murah Bisa Buat  Kantor Di Depok Dekat UI,Rumah,Over Kredit,Siap Huni,Bebas Banjir,2350000000,11000000,14000000,Beji,12,6,312,420
Rumah Dan Kost2an Murah Lokasi Strategis Dekat UI Depok,Rumah,Siap Huni,Bebas Banjir,Dekat Sekolah,2350000000,11000000,14000000,Beji,12,4,312,420
"Rumah Klasik Eropa Rasa Istana di Cinere! Mungil, Mewah, dan Megah~",Rumah,null,null,null,2350000000,11000000,14000000,Cinere,3,2,100,116
Bedahan Dekat Tol Kavling dalam Komplek Town House Akses Mudah,Tanah,Bisa Nego,Dekat Akses Transportasi,null,2370000000,20000,30000,Sawangan,,,642,0
Rumah Cantik Siap Huni Dalam Mini Cluster Di Cinere,Rumah,Siap Huni,Dekat Akses Transportasi,null,2380000000,11000000,14000000,Cinere,3,2,134,130
Rumah Lama Masih Siap Huni Minim Renov Luas Tanah 263 Murah,Rumah,Bisa Nego,Full Furnished,Siap Huni,2390000000,11000000,14000000,Cinere,3,2,263,250
Rumah 3 Lantai Siap Huni Dekat Pintu Tol Limo Cinere Depok,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,2400000000,11000000,14000000,Cinere,5,4,135,260
"dijual cepat Rumah Semi Furnished Bagus SHM Cinere, Depok",Rumah,Full Furnished,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2400000000,11000000,14000000,Cinere,3,3,230,240
Dijual Cepat Rumah Asri 2 Lantai Shm Dalam Komplek Cinere,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,2400000000,11000000,14000000,Cinere,4,4,230,240
"New House Dalam Komplek Di Cinere Lingkungan ASRI Dekat Pusat Pendidikan dan Toll Krukut, Toll Limo",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,2400000000,11000000,14000000,Cinere,3,3,120,180
Apart kost 3 lantai di jual dengan 10 kamar furnice di UI Depok,Rumah,Dekat Sekolah,null,null,2400000000,11000000,14000000,Kukusan,10,10,88,200
"Dijual Rumah Harga Net 2,4 M, Cluster Cinere Park View, Cinere",Rumah,Dekat Akses Transportasi,null,null,2400000000,11000000,14000000,Cinere,3,2,102,120
"Dijual Rumah Baru,2 Sisi, Hadap Taman Asri, Shila Sawangan",Rumah,null,null,null,2400000000,11000000,14000000,Sawangan,3,3,140,110
"Dijual Cepat Rumah Lokasi Blok J Dekat Tol Limo, Cinere",Rumah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi,2400000000,11000000,14000000,Cinere,3,2,320,211
"Turun Harga, Booking Langsung Huni, 500m Ke Gate Tol",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2400000000,11000000,14000000,Pancoran Mas,4,4,118,175
"Jual/sewa Ruko Hoek Eksklusif 3,5 Lantai – Pancoran Mas Depok",Ruko,null,null,null,2400000000,11000000,14000000,Pancoran Mas,,,67,180
Rumah LB 200 SHM 14 Menit ke One Belpark Mall Dibantu KPR J-34502,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2440000000,11000000,15000000,Cinere,3,2,136,200
Rumah Luas Siap Huni 15 Mnt ke Stasiun citayam Dibantu KPR  J27050,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2440000000,11000000,15000000,Cipayung,4,2,619,270
Kavling Eklusive di Perumahan TELAGA GOLF  SAWANGAN Jual dibawah NJOP dan Setengah harga Pasar lokasi bersebelahan dengan  Perumahan  AT Shila Sawangan,Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,2440000000,11000000,15000000,Sawangan,,,488,0
Rumah Minimalis Modern Harga Bagus Komplek Megapolitan Cinere,Rumah,Dekat Akses Transportasi,null,null,2450000000,11000000,15000000,Cinere,3,3,120,180
Rumah Dijual Cepat Asri Siap Huni Di Pesona Khayangan Depok,Rumah,Siap Huni,null,null,2450000000,11000000,15000000,Depok I,4,3,144,131
Rumah Modern Komplek Megapolitan Cinere Jual Cepat,Rumah,Dekat Akses Transportasi,null,null,2450000000,11000000,15000000,Cinere,3,3,120,180
Dijual Rumah Baru 2lantai Bagus Mewah Dlm Komplek Besar Cinere Depok Akses Jalan 2 Mbl Lowong,Rumah,null,null,null,2450000000,11000000,15000000,Cinere,4,4,120,180
Turun Harga Rumah Baru Cinere Dalam Komplek Megapolitan Termurah,Rumah,Dekat Akses Transportasi,null,null,2450000000,11000000,15000000,Cinere,4,4,120,180
Jual Rumah Mewah Murah Siap Huni  Di Moch Kahfi,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,2470000000,11000000,15000000,Tanah Baru,3,3,120,160
Rumah Siap Huni Ready Stok Dekat Pintu Tol Brigift Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,2470000000,11000000,15000000,Tanah Baru,3,3,120,160
Rumah 2 Lantai Dalam Komplek Megapolitan Cinere,Rumah,Bebas Banjir,Dekat Akses Transportasi,null,2490000000,12000000,15000000,Cinere,3,3,120,200
Brand New Siap Huni Dalam Komplek Di Cinere Dekat Tol Desari,Rumah,Siap Huni,Dekat Akses Transportasi,null,2490000000,12000000,15000000,Cinere,3,3,120,180
"Dijual 2 Unit Rumah Baru di Cinere Luas, Modern, Harga Terbaik",Rumah,null,null,null,2490000000,12000000,15000000,Cinere,3,3,120,180
Turun Harga Rumah Cantik Dalam Komplek One Gate Di Cinere,Rumah,Bebas Banjir,Dekat Akses Transportasi,null,2500000000,12000000,15000000,Cinere,3,2,230,242
Dijual Cepat Rumah Shm Hook 5 Kamar Luas 200m Pancoran Mas Depok,Rumah,Bisa Nego,Full Furnished,Syariah,2500000000,12000000,15000000,Pancoran Mas,5,4,200,180
